SESSIONID,PREVSESSIONID,LICENSEPLATE,CARPARKNUMBER,VEHICLETYPE,LABEL_TYPE,TRANSACTION_TYPE,SESSIONSTART,SESSIONEND,TOTAL_CHARGE,DURATION,FIRST_ADVISORY_SENT_AT,FINAL_ADVISORY_SENT_AT,PAYMENT_STATUS,BILLINGID,PAYMENTID,TXN_STATUS,PATCH_STATUS,REDEMPTION,EFFECTIVE_CHARGE,REDEMPTION_TYPE
0PL81-E-00001-20211213231346,null,SHC3663G,PL81,C,SHORT TERM,LPRS,13/12/2021 23:13:46,13/12/2021 23:15:15,0,2,"","",,"","",ENDED,,0,0,
0PL80-L-00740-20211213231010,0PL80-E-00001-20211213214450,SLL7350M,PL80,C,SHORT TERM,LPRS,13/12/2021 23:10:10,13/12/2021 23:15:53,0,5,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213231730,null,GBG1771R,PL81,C,SHORT TERM,LPRS,13/12/2021 23:17:30,"",0,"","","",,"","",STARTED,,0,0,
0PL81-E-00001-20211213232105,null,SJP6469P,PL81,C,SHORT TERM,LPRS,13/12/2021 23:21:05,13/12/2021 23:25:15,0,4,"","",,"","",ENDED,,0,0,
0PL80-L-00822-20211214031339,0PL80-L-00822-20211214031159,SMV4414T,PL80,C,season_W,LPRS,14/12/2021 03:13:39,14/12/2021 03:14:39,0,1,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213222730,null,SLE5596X,PL81,C,SHORT TERM,LPRS,13/12/2021 22:27:30,13/12/2021 23:36:08,1.37999999999999989,69,2021-12-13,"",UNPAID_M,"","",ENDED,,0,1.37999999999999989,
0PL81-L-00052-20211213222659,0PL81-L-00052-20211213220018,SME1977U,PL81,C,season_W,LPRS,13/12/2021 22:26:59,13/12/2021 23:39:57,0,73,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211214000709,null,SLR3545M,PL80,C,SHORT TERM,LPRS,14/12/2021 00:07:09,14/12/2021 00:11:51,0,4,"","",,"","",ENDED,,0,0,
0PL80-L-00755-20211213235541,null,GBK8285K,PL80,C,season_W,LPRS,13/12/2021 23:55:41,14/12/2021 00:12:53,0,17,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211214005017,null,GBF4260J,PL81,C,SHORT TERM,LPRS,14/12/2021 00:50:17,"",0,"","","",,"","",STARTED,,0,0,
0PL80-E-00003-20211214002551,null,SHD3512D,PL80,C,season_W,LPRS,14/12/2021 00:25:51,14/12/2021 01:06:36,0,41,"","",,"","",ENDED,,0,0,
0PL80-L-00292-20211214010335,0PL80-E-00003-20211214010205,SMC6568U,PL80,C,SHORT TERM,LPRS,14/12/2021 01:03:35,14/12/2021 01:08:17,0,5,"","",,"","",ENDED,,0,0,
0PL80-L-00756-20211214012017,null,SFX555T,PL80,C,season_W,PHDB,14/12/2021 01:20:17,14/12/2021 01:25:08,0,5,"","",,"","",FORCE EXITED,,0,0,
0PL80-E-00003-20211213233153,null,SHD2682C,PL80,C,SHORT TERM,LPRS,13/12/2021 23:31:53,14/12/2021 01:28:30,2.33999999999999986,117,2021-12-14,"",UNPAID_M,"","",ENDED,,0,2.33999999999999986,
0PL80-E-00002-20211214022142,null,SMK3251K,PL80,C,SHORT TERM,LPRS,14/12/2021 02:21:42,14/12/2021 02:26:53,0,5,"","",,"","",ENDED,,0,0,
0PL80-L-00756-20211214014046,0PL80-L-00756-20211214013733,SFX555T,PL80,C,season_W,PHDB,14/12/2021 01:40:46,14/12/2021 01:50:04,0,10,"","",,"","",FORCE EXITED,,0,0,
0PL81-E-00001-20211213222734,null,SGV4144T,PL81,C,season_W,LPRS,13/12/2021 22:27:34,14/12/2021 09:37:53,0,670,"","",,"","",ENDED,,0,0,
0PL81-L-00154-20211214004827,0PL81-L-00154-20211214004721,SLT2617K,PL81,C,season_W,PHDB,14/12/2021 00:48:27,14/12/2021 00:49:22,0,1,"","",,"","",FC EXITED,,0,0,
0PL81-L-00354-20211214035126,0PL81-L-00354-20211213193206,ST53S,PL81,C,season_W,PHDB,14/12/2021 03:51:26,14/12/2021 03:52:46,0,1,"","",,"","",FORCE EXITED,,0,0,
0PL80-E-00002-20211214015532,null,SLM7589L,PL80,C,season_W,LPRS,14/12/2021 01:55:32,14/12/2021 08:23:05,0,388,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211214011115,null,GZ3385A,PL80,C,season_W,LPRS,14/12/2021 01:11:15,14/12/2021 11:37:41,0,626,"","",,"","",ENDED,,0,0,
0PL81-L-00161-20211214002035,0PL81-E-00001-20211214001605,SNA2495X,PL81,C,season_W,PHDB,14/12/2021 00:20:35,14/12/2021 11:36:04,0,676,"","",,"","",EXITED,,0,0,
0PL80-E-00002-20211214010851,null,SHD3512D,PL80,C,season_W,LPRS,14/12/2021 01:08:51,14/12/2021 04:57:18,0,229,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211213221506,null,SLD5043E,PL80,C,season_W,LPRS,13/12/2021 22:15:06,14/12/2021 07:05:42,0,530,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211213223328,null,SMX2935J,PL80,C,season_W,PHDB,13/12/2021 22:33:28,14/12/2021 04:00:27,0,327,"","",,"","",EXITED,,0,0,
0PL80-L-00024-20211214040025,null,SMA2812B,PL80,C,season_W,PHDB,14/12/2021 04:00:25,14/12/2021 08:57:06,0,297,"","",,"","",EXITED,,0,0,
0PL80-L-00057-20211214040221,0PL80-L-00057-20211214040101,GBH2129J,PL80,C,season_W,PHDB,14/12/2021 04:02:21,14/12/2021 04:02:41,0,0,"","",,"","",EXITED,,0,0,
0PL81-L-00164-20211214040115,0PL81-L-00164-20211213233336,SLQ4038J,PL81,C,season_W,LPRS,14/12/2021 04:01:15,14/12/2021 11:54:24,0,473,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211213225603,null,SMQ4631J,PL80,C,season_W,LPRS,13/12/2021 22:56:03,14/12/2021 13:39:33,0,883,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213225702,null,SMG7914B,PL81,C,season_W,PHDB,13/12/2021 22:57:02,14/12/2021 12:11:46,0,794,"","",,"","",EXITED,,0,0,
0PL80-E-00002-20211214035423,null,SMY9567L,PL80,C,season_W,LPRS,14/12/2021 03:54:23,14/12/2021 15:10:56,0,676,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213223455,null,SJM8876A,PL81,C,season_W,LPRS,13/12/2021 22:34:55,15/12/2021 12:54:32,0,2300,"","",,"","",ENDED,,0,0,
0PL80-L-00752-20211213223147,0PL80-E-00001-20211213220720,SMW1380X,PL80,C,SHORT TERM,LPRS,13/12/2021 22:31:47,13/12/2021 22:32:49,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211213223330,null,SHA1225L,PL80,C,SHORT TERM,LPRS,13/12/2021 22:33:30,13/12/2021 22:35:21,0,2,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213223552,null,SLF4073P,PL81,C,SHORT TERM,LPRS,13/12/2021 22:35:52,13/12/2021 22:37:50,0,2,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213220649,null,SJK9278E,PL81,C,SHORT TERM,PHDB,13/12/2021 22:06:49,13/12/2021 22:08:56,0,2,"","",,"","",EXITED,,0,0,
0PL81-E-00001-20211213131036,null,PNR522,PL81,C,SHORT TERM,PHDB,13/12/2021 13:10:36,13/12/2021 14:01:34,1.02000000000000002,51,"","",PAID,pi_3K6FhQEp0h9td3Zk1eFqtptj,BILL2No4SX,EXITED,,0,1.02000000000000002,
0PL80-E-00001-20211213223912,null,GBB9919G,PL80,C,SHORT TERM,LPRS,13/12/2021 22:39:12,13/12/2021 22:46:04,0,7,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211213225850,null,GBK3798E,PL80,C,SHORT TERM,LPRS,13/12/2021 22:58:50,13/12/2021 23:05:07,0,7,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211213231145,null,SLL3114E,PL80,C,SHORT TERM,LPRS,13/12/2021 23:11:45,13/12/2021 23:20:42,0,9,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211214002213,null,SHD137Z,PL80,C,SHORT TERM,LPRS,14/12/2021 00:22:13,14/12/2021 00:25:38,0,3,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211213233149,null,SNB6104T,PL80,C,SHORT TERM,LPRS,13/12/2021 23:31:49,13/12/2021 23:35:40,0,4,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213233406,null,SLN7788Z,PL81,C,SHORT TERM,PHDB,13/12/2021 23:34:06,13/12/2021 23:35:32,0,1,"","",,"","",EXITED,,0,0,
0PL80-E-00002-20211213235543,null,SHC1848D,PL80,C,SHORT TERM,LPRS,13/12/2021 23:55:43,13/12/2021 23:57:58,0,2,"","",,"","",ENDED,,0,0,
0PL80-L-00268-20211214003122,null,SMR5263B,PL80,C,season_W,LPRS,14/12/2021 00:31:22,14/12/2021 04:00:25,0,209,"","",,"","",ENDED,,0,0,
0PL81-L-00030-20211214000021,null,SLR8078L,PL81,C,season_W,LPRS,14/12/2021 00:00:21,14/12/2021 00:09:04,0,9,"","",,"","",ENDED,,0,0,
0PL81-L-00052-20211213234541,0PL81-L-00052-20211213234453,SME1977U,PL81,C,season_W,LPRS,13/12/2021 23:45:41,14/12/2021 00:15:56,0,30,"","",,"","",ENDED,,0,0,
0PL80-L-00578-20211214002043,0PL80-L-00578-20211214001930,SLD381L,PL80,C,SHORT TERM,LPRS,14/12/2021 00:20:43,14/12/2021 00:20:56,0,0,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211213202717,null,SJX8724Y,PL80,C,SHORT TERM,LPRS,13/12/2021 20:27:17,14/12/2021 00:27:54,4.79999999999999982,240,"","",PAID,"","",ENDED,,0,4.79999999999999982,
0PL80-E-00003-20211214001146,null,SKD2974A,PL80,C,SHORT TERM,PHDB,14/12/2021 00:11:46,14/12/2021 00:22:49,0,11,"","",,"","",EXITED,,0,0,
0PL80-E-00001-20211214023359,null,SHD8548T,PL80,C,SHORT TERM,LPRS,14/12/2021 02:33:59,14/12/2021 02:36:32,0,3,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211213231748,null,SMM1928U,PL80,C,SHORT TERM,LPRS,13/12/2021 23:17:48,14/12/2021 00:51:39,1.87999999999999989,94,"","",PAID,"","",ENDED,,0,1.87999999999999989,
0PL80-E-00001-20211214005320,null,SME9913B,PL80,C,SHORT TERM,LPRS,14/12/2021 00:53:20,14/12/2021 00:54:11,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00005-20211214012347,null,YQ76X,PL80,C,SHORT TERM,LPRS,14/12/2021 01:23:47,14/12/2021 01:30:39,0,7,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211214013021,null,SLK7215B,PL80,C,SHORT TERM,LPRS,14/12/2021 01:30:21,14/12/2021 01:32:01,0,2,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211214014102,null,SMH5772B,PL80,C,SHORT TERM,LPRS,14/12/2021 01:41:02,14/12/2021 01:43:20,0,2,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211214023428,null,SMM7911C,PL80,C,SHORT TERM,LPRS,14/12/2021 02:34:28,14/12/2021 02:36:33,0,2,"","",,"","",ENDED,,0,0,
0PL81-L-00287-20211213222918,null,SMM5873S,PL81,C,season_W,LPRS,13/12/2021 22:29:18,14/12/2021 04:00:33,0,331,"","",,"","",ENDED,,0,0,
0PL81-L-00154-20211214000634,0PL81-L-00154-20211214000552,SLT2617K,PL81,C,season_W,PHDB,14/12/2021 00:06:34,14/12/2021 00:07:44,0,1,"","",,"","",FC EXITED,,0,0,
0PL81-L-00211-20211214014326,null,SLC4521D,PL81,C,season_W,LPRS,14/12/2021 01:43:26,14/12/2021 04:01:57,0,138,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211214020125,null,SHF692B,PL80,C,season_W,LPRS,14/12/2021 02:01:25,14/12/2021 07:12:31,0,311,"","",,"","",ENDED,,0,0,
0PL80-L-00490-20211214022850,0PL80-E-00003-20211214005520,SNC2406T,PL80,C,season_W,LPRS,14/12/2021 02:28:50,14/12/2021 08:43:57,0,375,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211214004618,null,SLD1263M,PL80,C,season_W,PHDB,14/12/2021 00:46:18,14/12/2021 07:49:00,0,423,"","",,"","",EXITED,,0,0,
0PL80-E-00004-20211213222641,null,SMU6635P,PL80,C,season_W,LPRS,13/12/2021 22:26:41,14/12/2021 11:05:13,0,759,"","",,"","",ENDED,,0,0,
0PL80-L-00240-20211214014108,0PL80-E-00003-20211213185223,SMU7529G,PL80,C,season_W,PHDB,14/12/2021 01:41:08,14/12/2021 08:49:22,0,428,"","",,"","",EXITED,,0,0,
0PL80-E-00001-20211214001805,null,SJV2319J,PL80,C,MULTIPLE,PHDB,14/12/2021 00:18:05,14/12/2021 09:36:17,0,558,"","",WAIVED,"","",EXITED,,0,0,
0PL80-E-00004-20211213224536,null,SMS8076A,PL80,C,season_W,PHDB,13/12/2021 22:45:36,14/12/2021 10:05:44,0,680,"","",,"","",EXITED,,0,0,
0PL81-E-00001-20211213232958,null,SLW9849X,PL81,C,season_W,LPRS,13/12/2021 23:29:58,14/12/2021 11:10:59,0,701,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213232945,null,SLJ8006L,PL81,C,season_W,LPRS,13/12/2021 23:29:45,14/12/2021 13:50:37,0,861,"","",,"","",ENDED,,0,0,
0PL80-L-00548-20211213230545,0PL80-E-00003-20211213184226,SJF1724M,PL80,C,season_W,PHDB,13/12/2021 23:05:45,14/12/2021 13:35:13,0,870,"","",,"","",EXITED,,0,0,
0PL80-E-00001-20211214003411,null,SMZ2327D,PL80,C,SHORT TERM,LPRS,14/12/2021 00:34:11,14/12/2021 00:35:53,0,1,"","",,"","",ENDED,,0,0,
0PL81-L-000L4-20211213220908,0PL81-E-00001-20211213220649,SJK9278E,PL81,C,SHORT TERM,PHDB,13/12/2021 22:09:08,13/12/2021 22:39:47,0.599999999999999978,30,"","",UNPAID,"","",EXITED,,0,0.599999999999999978,
0PL81-E-00001-20211213224103,null,SLC6100Y,PL81,C,SHORT TERM,PHDB,13/12/2021 22:41:03,13/12/2021 22:47:22,0,6,"","",,"","",EXITED,,0,0,
0PL81-E-00001-20211213225213,null,SNC4717H,PL81,C,SHORT TERM,LPRS,13/12/2021 22:52:13,13/12/2021 22:54:32,0,2,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213225207,null,SLK3098Z,PL81,C,SHORT TERM,LPRS,13/12/2021 22:52:07,13/12/2021 22:57:39,0,5,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211214010335,null,SMF3708L,PL80,C,SHORT TERM,LPRS,14/12/2021 01:03:35,14/12/2021 01:05:59,0,2,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211213225550,null,SKD6285D,PL80,C,SHORT TERM,LPRS,13/12/2021 22:55:50,13/12/2021 23:00:56,0,5,"","",,"","",ENDED,,0,0,
0PL81-L-00034-20211213225836,0PL81-E-00001-20211213191949,SLE6559Y,PL81,C,season_W,PHDB,13/12/2021 22:58:36,13/12/2021 22:59:55,0,1,"","",,"","",FORCE EXITED,,0,0,
0PL80-E-00005-20211213225055,null,SMT6362G,PL80,C,SHORT TERM,LPRS,13/12/2021 22:50:55,13/12/2021 23:02:41,0,12,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211213230546,null,SHA4167B,PL81,C,SHORT TERM,LPRS,13/12/2021 23:05:46,13/12/2021 23:06:53,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211213231000,null,SHB4437S,PL80,C,SHORT TERM,LPRS,13/12/2021 23:10:00,13/12/2021 23:12:23,0,2,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211213231540,null,SLT9621B,PL80,C,SHORT TERM,LPRS,13/12/2021 23:15:40,13/12/2021 23:16:32,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211213132441,null,GBG7042Y,PL80,C,SHORT TERM,PHDB,13/12/2021 13:24:41,13/12/2021 13:55:13,0.619999999999999996,31,2021-12-13,"",UNPAID_M,"","",EXITED,,0,0.619999999999999996,
0PL80-E-00002-20211213233704,null,SMF4485Y,PL80,C,SHORT TERM,LPRS,13/12/2021 23:37:04,13/12/2021 23:37:04,0,0,"","",FC_WAIVED,"","",ENDED,,0,0,
0PL81-L-00052-20211213234317,0PL81-L-00052-20211213234102,SME1977U,PL81,C,season_W,LPRS,13/12/2021 23:43:17,13/12/2021 23:43:37,0,0,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211214033857,null,SHA7533H,PL81,C,SHORT TERM,LPRS,14/12/2021 03:38:57,14/12/2021 03:42:07,0,4,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211213232429,null,SLM13C,PL80,C,SHORT TERM,LPRS,13/12/2021 23:24:29,13/12/2021 23:52:31,0.560000000000000053,28,"","",PAID,"","",ENDED,,0,0.560000000000000053,
0PL80-L-00756-20211214010904,null,SFX555T,PL80,C,season_W,PHDB,14/12/2021 01:09:04,14/12/2021 01:10:05,0,1,"","",,"","",FORCE EXITED,,0,0,
0PL80-E-00003-20211213231128,null,SLZ1739S,PL80,C,SHORT TERM,LPRS,13/12/2021 23:11:28,13/12/2021 23:17:41,0,6,"","",,"","",EXITED,,0,0,
0PL81-E-00001-20211214011638,null,SMR9533X,PL81,C,SHORT TERM,LPRS,14/12/2021 01:16:38,"",0,"","","",,"","",STARTED,,0,0,
0PL80-E-00001-20211214014549,null,SMS2695C,PL80,C,SHORT TERM,LPRS,14/12/2021 01:45:49,14/12/2021 01:47:25,0,2,"","",,"","",ENDED,,0,0,
0PL80-L-00756-20211214015104,0PL80-L-00756-20211214014046,SFX555T,PL80,C,season_W,PHDB,14/12/2021 01:51:04,14/12/2021 02:36:10,0,45,"","",,"","",FORCE EXITED,,0,0,
0PL80-L-00268-20211214040035,0PL80-L-00268-20211214003122,SMR5263B,PL80,C,season_W,LPRS,14/12/2021 04:00:35,14/12/2021 04:00:55,0,0,"","",,"","",ENDED,,0,0,
0PL81-L-00154-20211214021113,0PL81-L-00154-20211214021020,SLT2617K,PL81,C,season_W,PHDB,14/12/2021 02:11:13,14/12/2021 02:39:57,0,28,"","",,"","",FC EXITED,,0,0,
0PL81-E-00001-20211213233915,null,SMQ919G,PL81,C,season_W,LPRS,13/12/2021 23:39:15,14/12/2021 12:27:52,0,768,"","",,"","",ENDED,,0,0,
0PL81-L-00323-20211213214346,0PL81-L-000L5-20211213212713,SLG7022L,PL81,C,season_W,PHDB,13/12/2021 21:43:46,14/12/2021 04:01:44,0,378,"","",,"","",FORCE EXITED,,0,0,
0PL80-L-00028-20211214040543,0PL80-L-00028-20211214040423,SML9120K,PL80,C,season_W,LPRS,14/12/2021 04:05:43,14/12/2021 04:08:17,0,3,"","",,"","",ENDED,,0,0,
0PL80-L-00597-20211214032803,0PL80-L-00597-20211213124723,GBG1863J,PL80,C,season_W,LPRS,14/12/2021 03:28:03,14/12/2021 07:04:33,0,216,"","",,"","",ENDED,,0,0,
0PL80-L-00765-20211214040812,null,SKV7705H,PL80,C,season_W,PHDB,14/12/2021 04:08:12,14/12/2021 04:08:52,0,0,"","",,"","",FORCE EXITED,,0,0,
0PL81-E-00001-20211213225616,null,SGG306Z,PL81,C,season_W,LPRS,13/12/2021 22:56:16,14/12/2021 05:14:06,0,378,"","",,"","",ENDED,,0,0,
0PL80-L-00146-20211214040105,0PL80-E-00004-20211213211722,SGX2697S,PL80,C,season_W,LPRS,14/12/2021 04:01:05,14/12/2021 07:20:35,0,199,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211213234215,null,SMX9129Z,PL80,C,season_W,LPRS,13/12/2021 23:42:15,14/12/2021 07:23:12,0,461,"","",,"","",ENDED,,0,0,
0PL81-L-00310-20211214040104,0PL81-E-00001-20211213234726,SKV1535X,PL81,C,season_W,PHDB,14/12/2021 04:01:04,14/12/2021 04:03:09,0,2,"","",,"","",FORCE EXITED,,0,0,
0PL80-L-00286-20211214040218,0PL80-L-00286-20211214040138,SLU6641H,PL80,C,season_W,PHDB,14/12/2021 04:02:18,14/12/2021 09:18:19,0,316,"","",,"","",EXITED,,0,0,
0PL80-E-00004-20211214034518,null,SGQ34E,PL80,C,season_W,LPRS,14/12/2021 03:45:18,14/12/2021 12:33:01,0,528,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211214033734,null,SLN8785A,PL80,C,season_W,LPRS,14/12/2021 03:37:34,14/12/2021 18:23:21,0,886,"","",,"","",ENDED,,0,0,
0PL81-L-00347-20211213231413,0PL81-L-00347-20211213215652,SDV4822E,PL81,C,season_W,LPRS,13/12/2021 23:14:13,15/12/2021 13:07:06,0,2273,"","",,"","",ENDED,,0,0,
0PL81-L-00243-20211214040326,0PL81-L-00243-20211213212242,SLW1084M,PL81,C,season_W,PHDB,14/12/2021 04:03:26,14/12/2021 19:07:45,0,904,"","",,"","",FORCE EXITED,,0,0,
0PL81-L-00016-20211214040403,null,SMK7053P,PL81,C,season_W,PHDB,14/12/2021 04:04:03,15/12/2021 19:05:56,0,2341,"","",,"","",EXITED,,0,0,
0PL80-E-00001-20211213230759,null,SLV5298S,PL80,C,SHORT TERM,LPRS,13/12/2021 23:07:59,13/12/2021 23:09:35,0,2,"","",,"","",ENDED,,0,0,
0PL81-L-00047-20211213233157,null,SKG8548S,PL81,C,SHORT TERM,LPRS,13/12/2021 23:31:57,13/12/2021 23:32:17,0,1,"","",,"","",ENDED,,0,0,
0PL80-L-00703-20211213233318,null,SLQ5353S,PL80,C,season_W,LPRS,13/12/2021 23:33:18,13/12/2021 23:35:14,0,2,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211213203405,null,GBG7042Y,PL80,C,SHORT TERM,PHDB,13/12/2021 20:34:05,13/12/2021 23:34:31,3.60000000000000009,180,2021-12-13,"",UNPAID_M,"","",EXITED,,0,3.60000000000000009,
0PL81-E-00001-20211213233741,null,SHB5025R,PL81,C,SHORT TERM,LPRS,13/12/2021 23:37:41,13/12/2021 23:40:59,0,3,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211213234734,null,SLC5254T,PL80,C,SHORT TERM,LPRS,13/12/2021 23:47:34,13/12/2021 23:50:37,0,3,"","",,"","",ENDED,,0,0,
0PL80-L-00258-20211214040059,0PL80-L-00258-20211213225142,SMG3344Y,PL80,C,season_W,LPRS,14/12/2021 04:00:59,14/12/2021 04:02:39,0,2,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211214001102,null,SMN9723K,PL80,C,SHORT TERM,LPRS,14/12/2021 00:11:02,14/12/2021 00:12:42,0,1,"","",,"","",ENDED,,0,0,
0PL81-L-00052-20211214001706,0PL81-L-00052-20211213234541,SME1977U,PL81,C,season_W,LPRS,14/12/2021 00:17:06,14/12/2021 00:18:06,0,1,"","",,"","",ENDED,,0,0,
0PL81-L-00052-20211214004939,null,SME1977U,PL81,C,season_W,LPRS,14/12/2021 00:49:39,14/12/2021 00:51:23,0,2,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211214004819,null,SKT6239D,PL81,C,SHORT TERM,LPRS,14/12/2021 00:48:19,14/12/2021 00:53:37,0,5,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211214015452,null,SNB508B,PL81,C,SHORT TERM,PHDB,14/12/2021 01:54:52,14/12/2021 01:56:28,0,2,"","",,"","",EXITED,,0,0,
0PL80-L-00028-20211214040343,0PL80-E-00004-20211213175630,SML9120K,PL80,C,season_W,LPRS,14/12/2021 04:03:43,14/12/2021 04:04:03,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211213235259,null,SLC9676H,PL80,C,season_W,LPRS,13/12/2021 23:52:59,14/12/2021 06:08:29,0,376,"","",,"","",ENDED,,0,0,
0PL81-L-00154-20211214004946,0PL81-L-00154-20211214004827,SLT2617K,PL81,C,season_W,PHDB,14/12/2021 00:49:46,14/12/2021 02:09:57,0,80,"","",,"","",FC EXITED,,0,0,
0PL81-L-00154-20211214000552,0PL81-L-00154-20211214000254,SLT2617K,PL81,C,season_W,PHDB,14/12/2021 00:05:52,14/12/2021 00:06:19,0,1,"","",,"","",FC EXITED,,0,0,
0PL81-L-00154-20211214035856,0PL81-L-00154-20211214034144,SLT2617K,PL81,C,season_W,PHDB,14/12/2021 03:58:56,14/12/2021 03:59:54,0,1,"","",,"","",FC EXITED,,0,0,
0PL80-E-00004-20211214015320,null,SMK6223Y,PL80,C,SHORT TERM,LPRS,14/12/2021 01:53:20,14/12/2021 03:17:58,1.67999999999999994,84,"","",PAID,"","",ENDED,,0,1.67999999999999994,
0PL80-E-00001-20211214034924,,FBS6976X,PL80,C,season_W,PHDB,14/12/2021 03:49:24,"",0,"","","",,"","",STARTED,,0,0,
0PL80-E-00004-20211214070402,null,SMZ3104Z,PL80,C,SHORT TERM,LPRS,14/12/2021 07:04:02,14/12/2021 07:06:39,0,2,"","",,"","",ENDED,,0,0,
0PL81-L-00154-20211214032744,0PL81-L-00154-20211214032447,SLT2617K,PL81,C,season_W,PHDB,14/12/2021 03:27:44,14/12/2021 03:41:24,0,14,"","",,"","",FC EXITED,,0,0,
0PL81-L-00394-20211214043340,null,SMV93L,PL81,C,season_W,LPRS,14/12/2021 04:33:40,14/12/2021 04:34:41,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211214050302,null,SH8963B,PL80,C,SHORT TERM,LPRS,14/12/2021 05:03:02,14/12/2021 05:06:32,0,3,"","",,"","",ENDED,,0,0,
0PL80-L-00655-20211214051000,null,SJD6195S,PL80,C,season_W,LPRS,14/12/2021 05:10:00,14/12/2021 05:29:30,0,19,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211213232325,null,SMK2905P,PL80,C,season_W,PHDB,13/12/2021 23:23:25,14/12/2021 06:04:24,0,401,"","",,"","",EXITED,,0,0,
0PL80-E-00002-20211213233320,null,SLE9301D,PL80,C,SHORT TERM,LPRS,13/12/2021 23:33:20,14/12/2021 06:41:37,5,428,2021-12-14,"",UNPAID_M,"","",ENDED,,0,5,
0PL81-L-00358-20211214061835,null,SMS7388G,PL81,C,season_W,PHDB,14/12/2021 06:18:35,14/12/2021 06:20:55,0,2,"","",,"","",FORCE EXITED,,0,0,
0PL80-E-00002-20211213195605,null,SLN887S,PL80,C,season_W,PHDB,13/12/2021 19:56:05,14/12/2021 06:35:27,0,639,"","",,"","",EXITED,,0,0,
0PL81-L-00154-20211214061425,0PL81-L-00154-20211214053314,SLT2617K,PL81,C,season_W,PHDB,14/12/2021 06:14:25,14/12/2021 06:17:41,0,3,"","",,"","",FC EXITED,,0,0,
0PL80-E-00004-20211214064922,null,SJF8555M,PL80,C,SHORT TERM,LPRS,14/12/2021 06:49:22,14/12/2021 06:51:20,0,2,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211214071326,null,SLS7521A,PL80,C,SHORT TERM,LPRS,14/12/2021 07:13:26,14/12/2021 07:16:24,0,3,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211214071627,null,SHC1501D,PL81,C,SHORT TERM,LPRS,14/12/2021 07:16:27,14/12/2021 07:17:35,0,1,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211214071221,null,GBG7075C,PL81,C,SHORT TERM,LPRS,14/12/2021 07:12:21,14/12/2021 07:18:24,0,6,"","",,"","",ENDED,,0,0,
0PL80-L-00814-20211213191036,null,GBG8445L,PL80,C,SHORT TERM,LPRS,13/12/2021 19:10:36,14/12/2021 07:21:22,9.41999999999999993,731,2021-12-14,"",UNPAID_M,"","",ENDED,,0,9.41999999999999993,
